"Number","Name","Type1","Type2","Male","Female","WeightClass","Size","BaseHP","BaseAtk","BaseDef","BaseSpAtk","BaseSpDef","BaseSpeed","NumberEvols","Capabilities","Skills","MinimumLevel"
479,"Rotom",4,9,0,0,1,"Small",5,5,8,10,8,9,0,"Overland 2, Swim 2, Levitate 4, Jump 1/1, Power 1, Intelligence 4, Darkvision, Dead Silent, Glow, Invisibility, Phasing, Underdog, Wired, Zapper","Athl 1d6, Acro 3d6, Combat 2d6, Stealth 4d6, Percep 2d6+2, Focus 2d6, Edu: Tech 4d6+4",1
480,"Uxie",15,0,0,0,1,"Small",8,8,13,8,13,10,0,"Overland 5, Swim 4, Sky 7, Jump 1/1, Power 2, Intelligence 7, Aura Reader, Telekinetic, Telepath","Athl 3d6, Acro 3d6+2, Combat 4d6, Stealth 5d6+2, Percep 4d6+2, Focus 5d6+2",1
481,"Mesprit",15,0,0,0,1,"Small",8,11,11,11,11,8,0,"Overland 5, Swim 4, Sky 7, Jump 1/1, Power 2, Intelligence 7, Aura Reader, Telekinetic, Telepath","Athl 3d6, Acro 3d6+2, Combat 4d6, Stealth 4d6+2, Percep 5d6+2, Focus 5d6+2",1
482,"Azelf",15,0,0,0,1,"Small",8,13,7,13,7,12,0,"Overland 5, Swim 4, Sky 7, Jump 1/1, Power 2, Intelligence 7, Aura Reader, Telekinetic, Telepath","Athl 3d6, Acro 3d6+2, Combat 4d6, Stealth 4d6+2, Percep 4d6+2, Focus 6d6+2",1
483,"Dialga",17,3,0,0,6,"Gigantic",10,12,12,15,10,9,0,"Overland 8, Swim 8, Sky 9, Jump 3/3, Power 10, Intelligence 6, Aura Reader, Telekinetic, Telepath, Mountable 2","Athl 3d6, Acro 3d6, Combat 4d6+3, Stealth 3d6, Percep 5d6+4, Focus 5d6+2",1
484,"Palkia",18,3,0,0,6,"Gigantic",9,12,10,15,12,10,0,"Overland 7, Swim 7, Sky 7, Teleporter 4, Jump 4/4, Power 10, Intelligence 6, Aura Reader, Telekinetic, Telepath, Mountable 2","Athl 5d6, Acro 3d6, Combat 5d6+3, Stealth 3d6, Percep 4d6+4, Focus 5d6+2",1
485,"Heatran",7,17,50,50,6,"Huge",9,9,11,13,11,8,0,"Overland 8, Swim 5, Burrow 8, Jump 2/2, Power 10, Intelligence 4, Firestarter, Glow, Heater, Tremorsense, Mountable 1","Athl 5d6+2, Acro 3d6, Combat 4d6+2, Stealth 2d6, Percep 3d6+2, Focus 5d6",1
486,"Regigigas",13,0,0,0,6,"Gigantic",11,16,11,8,11,10,0,"Overland 7, Swim 4, Burrow 3, Jump 1/1, Power 13, Intelligence 5, Groundshaper, Magnetic","Athl 6d6, Acro 2d6, Combat 4d6, Stealth 1d6+2, Percep 3d6+2, Focus 4d6",1
487,"Giratina",9,3,0,0,6,"Gigantic",15,10,12,10,12,9,0,"Overland 7, Swim 7, Sky 10, Burrow 3, Jump 2/2, Power 14, Intelligence 6, Aura Reader, Darkvision, Origin Forme*, Telekinetic, Telepath, Mountable 2","Athl 6d6, Acro 5d6, Combat 5d6, Stealth 4d6, Percep 3d6+1, Focus 5d6+2",1
488,"Cresselia",15,0,0,100,4,"Large",12,7,12,8,13,9,0,"Overland 5, Swim 4, Sky 7, Jump 1/2, Power 8, Intelligence 6, Aura Reader, Dream Reader, Glow, Telekinetic, Telepath","Athl 3d6, Acro 3d6, Combat 3d6+2, Stealth 4d6, Percep 5d6+2, Focus 5d6",1
489,"Phione",18,0,0,0,1,"Small",8,8,8,8,8,8,0,"Overland 4, Swim 6, Jump 1/1, Power 1, Intelligence 4, Amorphous, Fountain, Gilled","Athl 3d6+2, Acro 4d6+2, Combat 3d6, Stealth 4d6+3, Percep 4d6+2, Focus 3d6",1
490,"Manaphy",18,0,0,0,1,"Small",10,10,10,10,10,10,0,"Overland 5, Swim 8, Jump 2/2, Power 2, Intelligence 5, Amorphous, Fountain, Gilled, Telepath","Athl 4d6+2, Acro 5d6+2, Combat 3d6, Stealth 4d6+3, Percep 4d6+2, Focus 4d6",1
491,"Darkrai",2,0,0,0,4,"Large",7,9,9,14,9,13,0,"Overland 5, Swim 4, Sky 8, Jump 2/3, Power 7, Intelligence 6, Aura Reader, Darkvision, Dream Mist, Dream Reader, Invisibility, Phasing, Telepath","Athl 2d6+2, Acro 3d6, Combat 3d6+2, Stealth 6d6+1, Percep 4d6, Focus 4d6",1
492,"Shaymin",10,0,0,0,1,"Small",10,10,10,10,10,10,0,"Overland 7, Swim 4, Burrow 4, Jump 1/2, Power 2, Intelligence 6, Naturewalk (Grassland, Forest), Sprouter, Telepath, Sky Forme","Athl 3d6, Acro 4d6, Combat 3d6, Stealth 5d6+2, Percep 4d6+2, Focus 4d6",1
493,"Arceus",13,0,0,0,6,"Gigantic",12,12,12,12,12,12,0,"Overland 9, Swim 5, Sky 4, Jump 2/2, Power 10, Intelligence 7, Aura Reader, Darkvision, Glow, Invisibility, Telekinetic, Telepath, Mountable 2","Athl 4d6+3, Acro 4d6+3, Combat 4d6+3, Stealth 4d6+3, Percep 4d6+3, Focus 4d6+3",1
494,"Victini",15,7,0,0,1,"Small",10,10,10,10,10,10,0,"Overland 7, Swim 4, Sky 6, Jump 2/3, Power 3, Intelligence 4, Aura Reader, Glow, Heater, Telekinetic, Telepath","Athl 4d6+2, Acro 4d6, Combat 5d6, Stealth 3d6, Percep 4d6, Focus 3d6+1",1
495,"Snivy",10,0,87.5,12.5,1,"Small",5,5,6,5,6,6,2,"Overland 5, Swim 3, Jump 1/2, Power 2, Intelligence 4, Naturewalk (Grassland, Forest), Stealth, Underdog","Athl 2d6, Acro 3d6, Combat 2d6, Stealth 3d6+3, Percep 3d6, Focus 3d6+2",1
496,"Servine",10,0,87.5,12.5,2,"Small",6,6,8,6,8,8,1,"Overland 6, Swim 4, Jump 2/2, Power 3, Intelligence 5, Naturewalk (Grassland, Forest), Stealth, Underdog","Athl 3d6, Acro 4d6, Combat 3d6, Stealth 4d6+3, Percep, 4d6, Focus 4d6+2",15
497,"Serperior",10,0,87.5,12.5,4,"Large",8,8,10,8,10,11,0,"Overland 8, Swim 5, Jump 3/2, Power 5, Intelligence 6, Naturewalk (Grassland, Forest), Stealth","Athl 3d6, Acro 4d6, Combat 4d6, Stealth 5d6+3, Percep 5d6+2, Focus 6d6",30
498,"Tepig",7,0,87.5,12.5,1,"Small",7,6,5,5,5,5,2,"Overland 5, Swim 2, Jump 1/1, Power 2, Intelligence 3, Firestarter, Heater, Tracker, Underdog","Athl 3d6+2, Acro 2d6, Combat 2d6, Stealth 3d6, Percep 3d6, Focus 2d6",1
499,"Pignite",7,6,87.5,12.5,4,"Medium",9,9,6,7,6,6,1,"Overland 6, Swim 3, Jump 1/1, Power 4, Intelligence 3, Firestarter, Heater, Tracker, Underdog","Athl 4d6+2, Acro 2d6, Combat 3d6, Stealth 3d6, Percep 3d6, Focus 3d6",15
500,"Emboar",7,6,87.5,12.5,5,"Medium",11,12,7,10,7,7,0,"Overland 7, Swim 4, Jump 2/2, Power 8, Intelligence 4, Firestarter, Heater, Tracker","Athl 5d6+3, Acro 2d6, Combat 4d6+3, Stealth 2d6, Percep 3d6, Focus 4d6",30
501,"Oshawott",18,0,87.5,12.5,1,"Small",6,6,5,6,5,5,2,"Overland 5, Swim 5, Jump 1/1, Power 2, Intelligence 3, Fountain, Wielder, Underdog","Athl 3d6, Acro 2d6+2, Combat 2d6, Stealth 3d6, Percep 3d6, Focus 3d6",1
502,"Dewott",18,0,87.5,12.5,2,"Medium",8,8,6,8,6,6,1,"Overland 6, Swim 7, Jump 2/2, Power 3, Intelligence 4, Fountain, Wielder, Underdog","Athl 4d6, Acro 3d6+2, Combat 3d6+3, Stealth 3d6, Percep 3d6, Focus 3d6+2",15
503,"Samurott",18,0,87.5,12.5,4,"Large",10,10,9,11,7,7,0,"Overland 5, Swim 8, Jump 2/3, Power 7,Intelligence 4, Fountain, Wielder","Athl 5d6, Acro 4d6+3, Combat 5d6, Stealth 2d6, Percep 3d6, Focus 4d6+2",30
504,"Patrat",13,0,50,50,2,"Small",5,6,4,4,4,4,1,"Overland 5, Swim 3, Jump 2/3, Power 2, Intelligence 3, Tracker, Underdog","Athl 2d6, Acro 3d6, Combat 2d6, Stealth 3d6, Percep 4d6, Focus 2d6",1
505,"Watchog",13,0,50,50,3,"Medium",6,9,7,6,7,8,0,"Overland 7, Swim 4, Jump 3/4, Power 3, Intelligence 4, Tracker","Athl 3d6, Acro 3d6, Combat 3d6, Stealth 3d6, Percep 5d6, Focus 3d6",20
506,"Lillipup",13,0,50,50,1,"Small",5,6,5,3,5,6,2,"Overland 5, Swim 3, Jump 1/2, Power 2, Intelligence 4, Tracker, Underdog","Athl 2d6+2, Acro 2d6+2, Combat 2d6, Stealth 3d6, Percep 3d6, Focus 2d6",1
507,"Herdier",13,0,50,50,2,"Medium",7,8,7,4,7,6,1,"Overland 7, Swim 4, Jump 1/2, Power 4, Intelligence 4, Tracker, Underdog","Athl 3d6+2, Acro 2d6+2, Combat 3d6, Stealth 2d6+1, Percep 3d6+1, Focus 3d6",15
508,"Stoutland",13,0,50,50,4,"Medium",9,10,9,5,9,8,0,"Overland 7, Swim 5, Jump 1/2, Power 5, Intelligence 4, Tracker","Athl 5d6+1, Acro 2d6+2, Combat 4d6, Stealth 2d6, Percep 4d6, Focus 4d6",30
509,"Purrloin",2,0,50,50,1,"Small",4,5,4,5,4,7,1,"Overland 5, Swim 2, Jump 1/1, Power 1, Intelligence 3, Darkvision, Stealth, Underdog","Athl 2d6, Acro 3d6+1, Combat 2d6, Stealth 3d6+2, Percep 2d6, Focus 2d6",1
510,"Liepard",2,0,50,50,3,"Medium",6,9,5,9,5,11,0,"Overland 8, Swim 4, Jump 1/1, Power 4, Intelligence 4, Darkvision, Stealth","Athl 3d6+1, Acro 4d6+2, Combat 3d6+2, Stealth 4d6+2, Percep 2d6, Focus 3d6",20
511,"Pansage",10,0,87.5,12.5,1,"Small",5,5,5,5,5,6,1,"Overland 4, Swim 2, Jump 1/1, Power 3, Intelligence 3, Naturewalk (Grassland, Forest), Underdog","Athl 3d6+1, Acro 3d6+2, Combat 2d6, Stealth 3d6+1, Percep 2d6, Focus 2d6",1
512,"Simisage",10,0,87.5,12.5,3,"Medium",8,10,6,10,6,10,0,"Overland 5, Swim 3, Jump 2/2, Power 4, Intelligence 4, Naturewalk (Grassland, Forest)","Athl 4d6+2, Acro 5d6+3, Combat 3d6+2, Stealth 4d6+2, Percep 3d6, Focus 3d6+1",1
513,"Pansear",7,0,87.5,12.5,1,"Small",5,5,5,5,5,6,1,"Overland 4, Swim 3, Jump 1/1, Power 3, Intelligence 3, Underdog","Athl 3d6+1, Acro 3d6+2, Combat 2d6, Stealth 3d6+1, Percep 2d6, Focus 2d6",1
514,"Simisear",7,0,87.5,12.5,3,"Medium",8,10,6,10,6,10,0,"Overland 5, Swim 3, Jump 2/2, Power 4, Intelligence 4, Firestarter","Athl 4d6+2, Acro 5d6+3, Combat 3d6+2, Stealth 4d6+2, Percep 3d6, Focus 3d6+1",1
515,"Panpour",18,0,87.5,12.5,1,"Small",5,5,5,5,5,6,1,"Overland 4, Swim 2, Jump 1/1, Power 3, Intelligence 3, Underdog","Athl 3d6+1, Acro 3d6+2, Combat 2d6, Stealth 3d6+1, Percep 2d6, Focus 2d6",1
516,"Simipour",18,0,87.5,12.5,3,"Medium",8,10,6,10,6,10,0,"Overland 5, Swim 3, Jump 2/2, Power 4, Intelligence 4 , Fountain","Athl 4d6+2, Acro 5d6+3, Combat 3d6+2, Stealth 4d6+2, Percep 3d6, Focus 3d6+1",1
517,"Munna",15,0,50,50,2,"Small",8,3,5,7,6,2,1,"Overland 3, Swim 2, Levitate 4, Jump 1/1, Power 1, Intelligence 4, Dream Mist, Dream Reader, Telekinetic, Underdog","Athl 2d6, Acro 2d6, Combat 2d6, Stealth 3d6+1, Percep 3d6+1, Focus 3d6+2",1
518,"Musharna",15,0,50,50,4,"Medium",12,6,9,11,10,3,0,"Overland 4, Swim 3, Levitate 6, Jump 1/1, Power 5, Intelligence 5, Dream Mist, Dream Reader, Telekinetic","Athl 3d6, Acro 2d6, Combat 3d6, Stealth 4d6+2, Percep 4d6+2, Focus 5d6+2",1
519,"Pidove",13,8,50,50,1,"Small",5,6,5,4,3,4,2,"Overland 2, Swim 1, Sky 5, Jump 1/1, Power 1, Intelligence 2, Guster, Underdog","Athl 2d6, Acro 2d6+1, Combat 2d6, Stealth 3d6, Percep 3d6, Focus 2d6",1
520,"Tranquill",13,8,50,50,2,"Small",6,8,6,5,4,7,1,"Overland 4, Swim 3, Sky 6, Jump 2/2, Power 3, Intelligence 3, Guster, Underdog","Athl 3d6+1, Acro 3d6+1, Combat 3d6, Stealth 2d6+1, Percep 3d6+1, Focus 3d6",15
521,"Unfezant",13,8,50,50,3,"Medium",8,11,8,7,6,9,0,"Overland 6, Swim 4, Sky 8, Jump 3/3, Power 5, Intelligence 4, Guster","Athl 4d6+2, Acro 4d6, Combat 4d6, Stealth 2d6, Percep 3d6+2, Focus 4d6",30
522,"Blitzle",4,0,50,50,3,"Medium",5,6,3,5,3,8,1,"Overland 6, Swim 3, Jump 1/2, Power 4, Intelligence 4, Zapper, Glow, Underdog","Athl 4d6+3, Acro 3d6+1, Combat 2d6, Stealth 2d6, Percep 2d6, Focus 2d6",1
523,"Zebstrika",4,0,50,50,4,"Large",8,10,6,8,6,12,0,"Overland 8, Swim 4, Jump 1/2, Power 7, Intelligence 5, Zapper, Glow, Mountable 1","Athl 6d6+3, Acro 4d6+2, Combat 3d6+2, Stealth 3d6, Percep 3d6, Focus 3d6",25
524,"Roggenrola",16,0,50,50,2,"Small",6,8,9,3,3,2,2,"Overland 3, Swim 2, Jump 0/0, Power 3, Intelligence 2, Underdog","Athl 2d6+2, Acro 1d6, Combat 1d6+1, Stealth 2d6, Percep 2d6, Focus 3d6+2",1
525,"Boldore",16,0,50,50,5,"Medium",7,11,11,5,4,2,1,"Overland 4, Swim 3, Jump 0/1, Power 8, Intelligence 3, Underdog","Athl 3d6+2, Acro 1d6, Combat 2d6, Stealth 2d6, Percep 3d6, Focus 4d6+2",25
526,"Gigalith",16,0,50,50,6,"Large",9,14,13,6,7,3,0,"Overland 5, Swim 3, Jump 1/1, Power 12, Intelligence 4","Athl 4d6+3, Acro 1d6, Combat 4d6-1, Stealth 2d6, Percep 4d6, Focus 5d6+2",40
527,"Woobat",15,8,50,50,1,"Small",6,5,4,6,4,7,1,"Overland 1, Swim 2, Sky 4, Jump 2/2, Power 1, Intelligence 3, Darkvision, Tracker, Underdog","Athl 2d6+1, Acro 3d6+1, Combat 1d6, Stealth 3d6+2, Percep 3d6+1, Focus 3d6+2",1
528,"Swoobat",15,8,50,50,1,"Medium",7,6,6,8,6,11,0,"Overland 1, Swim 3, Sky 6, Jump 2/2, Power 3, Intelligence 5, Darkvision, Tracker, Telekinetic","Athl 4d6+1, Acro 4d6+2, Combat 3d6, Stealth 4d6+2, Percep 4d6+2, Focus 4d6+2",20
529,"Drilbur",11,0,50,50,1,"Small",6,9,4,3,5,7,1,"Overland 4, Swim 2, Burrow 6, Jump 1/1, Power 2, Intelligence 3, Tremorsense, Underdog","Athl 3d6, Acro 2d6, Combat 2d6+!, Stealth 3d6+1, Percep 2d6+1, Focus 2d6+1",1
530,"Excadrill",11,17,50,50,3,"Small",11,14,6,5,7,9,0,"Overland 5, Swim 4, Burrow 8, Jump 1/2, Power 6, Intelligence 4, Groundshaper, Tremorsense","Athl 4d6+2, Acro 3d6, Combat 4d6+1, Stealth 4d6+1, Percep 3d6+1, Focus 3d6+1",30
531,"Audino",13,0,50,50,3,"Medium",10,6,9,6,9,5,0,"Overland 5, Swim 2, Jump 1/1, Power 2, Intelligence 4, Underdog","Athl 2d6+1, Acro 2d6, Combat 1d6, Stealth 3d6, Percep 3d6+1, Focus 4d6",1
532,"Timburr",6,0,75,25,2,"Small",8,8,6,3,4,4,2,"Overland 3, Swim 2, Jump 1/1, Power 4, Intelligence 3, Underdog, Wielder","Athl 3d6+2, Acro 2d6, Combat 3d6, Stealth 2d6, Percep 2d6, Focus 2d6+1",1
533,"Gurdurr",6,0,75,25,3,"Medium",9,11,9,4,5,4,1,"Overland 4, Swim 3, Jump 1/1, Power 8, Intelligence 3, Underdog, Wielder","Athl 4d6+2, Acro 2d6, Combat 4d6+1, Stealth 1d6, Percep 3d6+2, Focus 3d6+3",25
534,"Conkeldurr",6,0,75,25,4,"Medium",11,14,10,6,7,5,0,"Overland 5, Swim 3, Jump 1/1, Power 12, Intelligence 4, Wielder","Athl 5d6+2, Acro 1d6, Combat 5d6+1, Stealth 1d6, Percep 4d6+1, Focus 4d6+3",40
535,"Tympole",18,0,50,50,1,"Small",5,5,4,5,4,6,2,"Overland 3, Swim 3, Jump 1/1, Power 1, Intelligence 2, Fountain, Underdog","Athl 2d6, Acro 3d6+1, Combat 1d6, Stealth 2d6+2, Percep 2d6+1, Focus 2d6",1
536,"Palpitoad",18,11,50,50,2,"Small",8,7,6,7,6,7,1,"Overland 4, Swim 4, Jump 2/2, Power 3, Intelligence 3, Fountain, Underdog","Athl 3d6+2, Acro 4d6+2, Combat 2d6, Stealth 2d6, Percep 3d6+1, Focus 3d6",20
537,"Seismitoad",18,11,50,50,4,"Medium",11,9,8,9,8,7,0,"Overland 6, Swim 5, Jump 2/3, Power 6, Intelligence 4, Fountain, Groundshaper","Athl 5d6+2, Acro 4d6+2, Combat 3d6+2, Stealth 2d6, Percep 3d6+1, Focus 3d6+1",35
538,"Throh",6,0,100,0,4,"Medium",12,10,9,3,9,5,0,"Overland 5, Swim 3, Jump 1/1, Power 7, Intelligence 4","Athl 5d6+3, Acro 2d6, Combat 5d6, Stealth 2d6, Percep 3d6+2, Focus 5d6+3",1
539,"Sawk",6,0,100,0,4,"Medium",8,13,8,3,8,9,0,"Overland 6, Swim 4, Jump 1/2, Power 6, Intelligence 4","Athl 4d6+2, Acro 3d6+1, Combat 5d6, Stealth 3d6, Percep 3d6+2, Focus 5d6+3",1
540,"Sewaddle",1,10,50,50,1,"Small",5,5,7,4,6,4,2,"Overland 5, Swim 2, Jump 1/1, Power 1, Intelligence 3, Naturewalk (Grassland, Forest), Wallclimber, Threaded, Underdog","Athl 3d6, Acro 1d6, Combat 2d6, Stealth 2d6, Percep 2d6, Focus 3d6",1
541,"Swadloon",1,10,50,50,1,"Small",6,6,9,5,8,4,1,"Overland 3, Swim 2, Jump 1/1, Power 2, Intelligence 3, Naturewalk (Grassland, Forest), Threaded, Wallclimber, Underdog","Athl 2d6, Acro 2d6, Combat 2d6, Stealth 3d6+2, Percep 2d6, Focus 3d6",15
542,"Leavanny",1,10,50,50,2,"Medium",8,10,8,7,7,9,0,"Overland 7, Swim 4, Jump 2/2, Power 3, Intelligence 4, Naturewalk (Grassland, Forest), Threaded, Wallclimber","Athl 3d6+2, Acro 4d6+2, Combat 2d6+2, Stealth 4d6+2, Percep 3d6, Focus 4d6",30
543,"Venipede",1,14,50,50,1,"Small",3,5,6,3,4,6,2,"Overland 5, Swim 1, Jump 2/2, Power 1, Intelligence 2, Naturewalk (Grassland, Forest), Wallclimber, Underdog","Athl 3d6, Acro 1d6, Combat 2d6, Stealth 3d6, Percep 2d6, Focus 2d6",1
544,"Whirlipede",1,14,50,50,4,"Medium",4,6,10,4,8,5,1,"Overland 4, Swim 2, Jump 1/1, Power 3, Intelligence 3, Naturewalk (Grassland, Forest), Underdog","Athl 3d6, Acro 1d6, Combat 2d6, Stealth 3d6+2, Percep 3d6, Focus 3d6+2",15
545,"Scolipede",1,14,50,50,6,"Large",6,9,9,6,7,11,0,"Overland 8, Swim 4, Jump 2/2, Power 6, Intelligence 4, Naturewalk (Grassland, Forest), Wallclimber, Mountable 1","Athl 4d6+3, Acro 3d6, Combat 4d6, Stealth 3d6+2, Percep 4d6, Focus 4d6+2",30
546,"Cottonee",10,5,50,50,1,"Small",4,3,6,4,5,7,1,"Overland 4, Swim 1, Jump 2/2, Power 1, Intelligence 3, Inflatable, Shrinkable, Underdog","Athl 2d6+1, Acro 2d6+1, Combat 2d6, Stealth 3d6+2, Percep 2d6+1, Focus 2d6+1",1
547,"Whimsicott",10,5,50,50,1,"Small",6,7,9,8,8,12,0,"Overland 6, Swim 2, Sky 7 (only in strong winds), Jump 3/3, Power 2, Intelligence 4, Shrinkable, Inflatable","Athl 3d6+1, Acro 4d6+1, Combat 2d6, Stealth 5d6+3, Percep 3d6+1, Focus 3d6+1",1
548,"Petilil",10,0,0,100,1,"Small",5,4,5,7,5,3,1,"Overland 4, Swim 1, Jump 1/1, Power 2, Intelligence 3, Naturewalk (Grassland, Forest), Herb Growth, Underdog","Athl 2d6+1, Acro 2d6+1, Combat 2d6, Stealth 2d6+1, Percep 3d6+1, Focus 3d6+2",1
549,"Lilligant",10,0,0,100,2,"Medium",7,6,8,11,8,9,0,"Overland 5, Swim 2, Jump 1/1, Power 4, Intelligence 4, Naturewalk (Grassland, Forest), Herb Growth","Athl 4d6+2, Acro 4d6+2, Combat 2d6, Stealth 3d6+2, Percep 4d6+2, Focus 5d6+2",1
550,"Basculin",18,0,50,50,2,"Medium",7,9,7,8,6,10,0,"Overland 1, Swim 7, Jump 2/2, Power 3, Intelligence 3, Fountain","Athl 4d6+1, Acro 3d6+1, Combat 3d6+2, Stealth 3d6+1, Percep 2d6, Focus 2d6",1
551,"Sandile",11,2,50,50,2,"Small",5,7,4,4,4,7,2,"Overland 4, Swim 3, Burrow 2, Jump 1/1, Power 3, Intelligence 3, Darkvision, Stealth, Underdog","Athl 3d6+2, Acro 2d6, Combat 2d6, Stealth 3d6+1, Percep 2d6+1, Focus 3d6+1",1
552,"Krokorok",11,2,50,50,3,"Medium",6,8,5,5,5,7,1,"Overland 5, Swim 4, Burrow 2, Jump 1/1, Power 5, Intelligence 4, Darkvision, Stealth, Underdog","Athl 4d6+2, Acro 2d6, Combat 3d6, Stealth 3d6+2, Percep 3d6+1, Focus 4d6+1",25
553,"Krookodile",11,2,50,50,4,"Medium",10,12,7,7,7,9,0,"Overland 6, Swim 5, Burrow 2, Jump 1/2, Power 7, Intelligence 5, Darkvision, Stealth, Groundshaper","Athl 4d6+3, Acro 2d6, Combat 4d6+1, Stealth 4d6+2, Percep 3d6+2, Focus 4d6+3",40
554,"Darumaka",7,0,50,50,3,"Small",7,9,5,2,5,5,1,"Overland 4, Swim 2, Jump 1/1, Power 4, Intelligence 3, Heater, Underdog","Athl 2d6+1, Acro 2d6+1, Combat 2d6, Stealth 3d6+1, Percep 2d6, Focus 2d6",1
555,"Darmanitan",7,0,50,50,4,"Medium",11,14,6,3,6,10,0,"Overland 7, Swim 3, Jump 1/2, Power 8, Intelligence 4, Heater, Firestarter, Egg Warmer","Athl 5d6+2, Acro 3d6+1, Combat 4d6, Stealth 3d6+2, Percep 3d6, Focus 4d6+1",35
556,"Maractus",10,0,50,50,3,"Medium",8,9,7,11,8,6,0,"Overland 5, Swim 2, Jump 1/1, Power 4, Intelligence 4, Naturewalk (Grassland, Forest)","Athl 4d6+3, Acro 3d6+2, Combat 3d6, Stealth 3d6+1, Percep 4d6+2, Focus 4d6+2",1
557,"Dwebble",1,16,50,50,2,"Small",5,7,9,4,4,6,1,"Overland 4, Swim 1, Burrow 4, Jump 1/1, Power 2, Intelligence 3, Underdog","Athl 3d6, Acro 2d6, Combat 2d6, Stealth 3d6+2, Percep 2d6, Focus 2d6",1
558,"Crustle",1,16,50,50,6,"Medium",7,10,13,7,8,5,0,"Overland 5, Swim 1, Burrow 5, Jump 1/1, Power 5, Intelligence 4, Groundshaper","Athl 4d6, Acro 1d6, Combat 2d6, Stealth 4d6+2, Percep 3d6, Focus 3d6",30
559,"Scraggy",2,6,50,50,2,"Small",5,8,7,4,7,5,1,"Overland 4, Swim 2, Jump 1/1, Power 3, Intelligence 3, Darkvision, Stealth, Pack Mon, Underdog","Athl 3d6+2, Acro 2d6, Combat 3d6, Stealth 3d6+2, Percep 2d6+2, Focus 2d6+1",1
560,"Scrafty",2,6,50,50,3,"Medium",7,9,12,5,12,6,0,"Overland 5, Swim 3, Jump 1/1, Power 6, Intelligence 4, Darkvision, Stealth, Pack Mon","Athl 4d6+2, Acro 2d6, Combat 4d6+2, Stealth 4d6+2, Percep 3d6+2, Focus 3d6+1",35
561,"Sigilyph",15,8,50,50,2,"Medium",7,6,8,10,8,10,0,"Overland 1, Swim 1, Sky 7, Jump 1/2, Power 3, Intelligence 5, Telekinetic, Invisibility, Guster","Athl 2d6, Acro 3d6, Combat 2d6, Stealth 2d6, Percep 4d6+3, Focus 5d6",1
562,"Yamask",9,0,50,50,1,"Small",4,3,9,6,7,3,1,"Overland 5, Swim 2, Levitate 5, Jump 2/2, Power 2, Intelligence 4, Phasing, Invisibility, Underdog","Athl 2d6, Acro 3d6, Combat 2d6, Stealth 3d6, Percep 3d6+2, Focus 3d6",1
563,"Cofagrigus",9,0,50,50,4,"Medium",6,5,15,10,11,3,0,"Overland 3, Swim 2, Levitate 5, Jump 1/1, Power 7, Intelligence 4, Darkvision, Dead Silent, Phasing, Invisibility","Athl 3d6+1, Acro 2d6+2, Combat 3d6+3, Stealth 4d6+2, Percep 4d6+1, Focus 5d6+2",35
564,"Tirtouga",18,16,87.5,12.5,2,"Small",6,8,10,5,5,2,1,"Overland 3, Swim 5, Jump 2/2, Power 4, Intelligence 3, Fountain, Underdog","Athl 3d6+1, Acro 2d6, Combat 2d6, Stealth 3d6+1, Percep 3d6+1, Focus 3d6+2",1
565,"Carracosta",18,16,87.5,12.5,4,"Medium",7,11,13,8,7,3,0,"Overland 5, Swim 7, Jump 2/2, Power 7, Intelligence 4, Fountain, Mountable 1","Athl 4d6+2, Acro 2d6, Combat 3d6+2, Stealth 3d6+2 Percep 3d6+2, Focus 4d6+3",35
566,"Archen",16,8,87.5,12.5,1,"Small",6,11,5,7,5,7,1,"Overland 6, Swim 2, Sky 4, Jump 3/3, Power 2, Intelligence 3, Underdog","Athl 2d6+1, Acro 3d6, Combat 2d6, Stealth 3d6+1, Percep 3d6+1, Focus 2d6+1",1
567,"Archeops",16,8,87.5,12.5,3,"Medium",8,14,7,11,7,11,0,"Overland 8, Swim 3, Sky 5, Jump 4/4, Power 4, Intelligence 3, Mountable 1","Athl 3d6+1, Acro 4d6, Combat 4d6, Stealth 4d6+1, Percep 4d6+1, Focus 3d6+1",35
568,"Trubbish",14,0,50,50,3,"Small",5,5,6,4,6,7,1,"Overland 4, Swim 2, Jump 1/1, Power 2, Intelligence 3, Inflatable, Underdog","Athl 2d6, Acro 2d6, Combat 2d6, Stealth 3d6+1, Percep 2d6, Focus 2d6",1
569,"Garbodor",14,0,50,50,5,"Large",8,10,8,6,8,8,0,"Overland 5, Swim 2, Jump 1/1, Power 6, Intelligence 4, Inflatable","Athl 4d6+2, Acro 3d6, Combat 3d6, Stealth 2d6, Percep 2d6, Focus 3d6",35
570,"Zorua",2,0,87.5,12.5,2,"Small",4,7,4,8,4,7,1,"Overland 5, Swim 2, Jump 1/1, Power 1, Intelligence 4, Darkvision, Stealth, Tracker, Pack Mon, Illusionist, Underdog","Athl 2d6, Acro 3d6+1, Combat 2d6, Stealth 4d6+1, Percep 2d6, Focus 2d6+1",1
571,"Zoroark",2,0,87.5,12.5,4,"Medium",6,11,6,12,6,11,0,"Overland 7, Swim 4, Jump 2/2, Power 4, Intelligence 4, Darkvision, Stealth, Tracker, Pack Mon, Illusionist","Athl 3d6+1, Acro 4d6+2, Combat 4d6, Stealth 5d6+4, Percep 3d6, Focus 3d6+2",30
